HML_SI,HML_SI_BIN,HML_SI_CAT,CORR_PRODUCTION,CORR_NC_RATE,CORR_COKE_RATE,CORR_FUEL_RATE,CORR_COAL_RATE,HM_TEMP,QUARTZ_RATE,LIMESTONE_RATE,SLAG_RATE,PYROXINITE_RATE,SINTER_PERC,PELLET_PERC,HOT_BLAST_TEMP,COLD_BLAST_O2_ENRICH,O2_INJ_FLOW,COLD_BLAST_HUMID,FUR_RAFT_TEMP,COMP_COLD_BLAST_FLOW,UPTAKE_AVG,HL_TOTAL_GJ_HR,UPPER_K,MIDDLE_K,LOWER_K,K,HML_S,HML_CAO,HML_SIO2,HML_MGO,HML_AL2O3,HML_CAO_SIO2,COK_MOISTURE,COK_CSR,COK_CRI,COK_AMS,SIN_CAO_SIO2,SIN_MGO
0.645,1,L,6262.01,35.292,345.736,542.957,197.221,1491.2,13.175,0,316,12.857,48.085,37.924,1156.832,7.46,22978.759,15,2173.602,202.731,90.456,124.688,0.375,0.63,2.705,3.71,0.049,35.486,35.484,8.796,17.648,1,4.56,67.2,23.7,37.681,2.751,1.998
0.698,1,L,6165.69,42.169,355.029,545.438,190.409,1498.625,6.508,0,296,12.698,48.034,37.91,1151.6,6.494,20218.322,15.09,2160.995,210.939,79.789,118.321,0.363,0.631,2.755,3.749,0.038,35.893,34.427,9.031,18.286,1.043,10.033,68.7,24.3,36.25,2.548,1.931
0.915,0,H,5943.33,42.569,361.75,547.505,185.754,1508.5,9.677,0,298,12.581,48.154,37.802,1144.325,6.226,19180.291,17.917,2154.746,211.179,94.903,122.35,0.455,0.713,2.708,3.876,0.032,35.735,33.955,9.09,18.81,1.052,7.6,65.7,26.1,36.219,2.558,1.975
0.837,0,H,6150.68,40.321,352.481,532.461,179.98,1495.167,8.871,0,297,12.903,47.996,37.998,1153.947,6.612,20328.49,20.237,2164.873,208.931,96.745,118.396,0.42,0.806,2.729,3.955,0.042,35.1,34.998,8.97,18.333,1.003,7.233,66.8,25.4,37.617,2.557,1.895
0.666,1,L,6173.85,42.761,350.997,539.534,188.537,1484.2,7.097,0,291,11.129,47.996,38.004,1158.144,6.262,19577.652,15,2164.747,213.449,97.5,112.144,0.419,0.825,2.766,4.009,0.05,35.493,34.955,8.767,18.003,1.015,8.833,68.6,25,37.57,2.57,1.998
0.772,0,H,6084.41,43.39,359.772,543.192,183.42,1500.333,8.387,0,294,10.806,47.986,38.011,1155.255,6.237,19586.443,15,2184.537,214.577,104.759,115.278,0.46,0.778,2.683,3.921,0.038,35.899,34.319,8.853,18.484,1.046,7.833,68.83,25.23,36.69,2.531,1.893
0.765,0,H,6119.36,39.71,349.546,536.331,186.784,1495.5,10.645,0,298,10.645,48.001,37.997,1157.044,6.247,19666.493,15,2175.265,215.1,96.921,119.042,0.408,0.822,2.696,3.926,0.036,36.186,34.68,8.646,17.906,1.043,11.2,64.5,26.8,37.594,2.297,2.185
0.766,0,H,5934.14,40.444,354.39,547.341,192.951,1498.75,9.516,0,301,12.097,48.758,35.899,1158.263,6.246,19583.493,15.442,2171.26,214.255,96.239,112.011,0.387,0.802,2.793,3.983,0.041,36.046,34.569,8.797,17.817,1.043,8.167,65.4,28.6,37.857,2.499,2.225
0.768,0,H,6072.02,38.867,353.424,537.054,183.629,1498.857,8.71,0,304,12.742,49.696,35.974,1159.022,6.245,19551.983,15.96,2181.904,214.117,89.832,122.726,0.425,0.919,2.724,4.067,0.039,35.682,34.913,9.103,17.763,1.022,8.8,65.2,26.1,37.474,2.443,2.257
0.751,0,H,6078.96,35.203,353.679,541.211,187.532,1498.5,9.919,0,310,8.943,50.61,35.378,1158.918,6.245,19656.307,15,2178.449,215.03,90.44,122.443,0.395,0.855,2.785,4.035,0.037,35.599,35.144,9.227,17.541,1.013,7.833,67.09,24.38,35.795,2.421,2.212
0.779,0,H,6071.79,40.351,355.085,540.697,185.612,1502.875,9.756,0,308,9.106,52.209,33.756,1158.395,6.247,19687.694,15.407,2182.415,215.355,87.832,123.438,0.389,0.905,2.752,4.046,0.032,36.388,34.534,8.785,17.364,1.054,6.667,67.82,25.28,37.254,2.547,2.313
0.821,0,H,5894.41,11.876,364.243,548.655,184.412,1505.833,8.667,0,308,13,51.995,33.995,1156.122,6.083,18943.732,18.411,2169.13,214.688,111.232,124.444,0.461,0.809,2.835,4.106,0.038,35.61,34.433,9.004,18.421,1.034,6.867,66.45,26.4,37.757,2.385,2.252
0.793,0,H,5950.84,9.578,353.059,536.395,183.335,1499.25,6.5,0,301,13.5,52.058,33.967,1150.367,6.313,19830.997,15.319,2193.31,214.16,105.906,155.521,0.49,0.942,2.616,4.048,0.039,36.075,34.183,7.953,19.098,1.055,7.1,63.8,28.1,36.864,2.401,2.169
0.778,0,H,6183.83,41.398,348.328,532.194,183.867,1508.429,6.721,0,297,13.443,52.018,33.976,1166.734,6.379,20113.873,16.43,2185.146,214.942,92.198,119.945,0.442,0.746,2.679,3.867,0.031,35.594,33.996,9.086,18.779,1.047,8.367,66.15,25.05,35.694,2.405,2.187
0.74,0,H,6123.24,38.215,351.938,538.604,186.666,1500.429,6.613,0,301,13.226,52.003,34.004,1169.176,6.345,20092.933,15,2193.272,215.647,88.761,119.078,0.418,0.777,2.628,3.823,0.03,35.663,34.31,9.507,18.203,1.039,6.8,67.6,24.4,37.296,2.318,2.24
0.752,0,H,6096.13,37.893,349.73,535.914,186.184,1506.222,7.36,0,303,13.28,51.987,34.002,1168.046,6.347,19945.77,16.541,2183.595,214.422,96.8,127.006,0.483,0.958,2.557,3.998,0.025,37.173,33.591,8.588,18.519,1.107,6.867,63.2,28.1,38.361,2.59,1.99
0.764,0,H,6057.51,34.998,348.823,545.439,196.615,1501.429,27.143,49.206,357,14.444,50.274,35.7,1169.194,6.512,20543.812,16.389,2170.593,214.132,95.802,124.59,0.456,0.936,2.63,4.023,0.032,37.005,34.345,8.608,17.582,1.077,7.567,65.7,24.7,36.206,2.959,1.93
0.657,1,L,6049.75,28.596,363.982,547.791,183.809,1496,10.5,0,312,17.167,50.324,26.168,1168.457,6.528,20652.153,16.06,2207.76,214.493,89.294,124.593,0.369,0.914,2.766,4.048,0.034,36.563,34.066,9.074,17.833,1.073,7.4,64.9,26.1,37.16,2.559,2.29
0.737,0,H,6089.25,31.203,354.559,536.027,181.467,1500.286,2.833,0,297,16.833,47.88,34.904,1168.166,6.471,20306.409,15,2210.038,212.815,108.212,137.883,0.474,0.909,2.631,4.013,0.032,35.928,34.067,9.173,18.392,1.055,6.867,64.7,26.8,37.93,2.481,2.137
0.742,0,H,6123.15,32.01,358.639,547.104,188.465,1503.333,0,0,291,13,47.008,36.905,1169.688,6.545,20771.1,17.119,2187.527,215.339,107.1,130.313,0.488,0.793,2.668,3.95,0.03,35.886,34.006,9.279,18.396,1.055,5.667,63.6,26.43,36.669,2.608,2.088
0.692,1,L,6149.77,27.318,344.891,533.841,188.95,1503.429,0,0,291,13.548,47.167,36.827,1166.817,6.533,20561.613,15.632,2184.701,213.255,99.637,156.961,0.458,1.006,2.609,4.073,0.028,35.79,33.802,9.307,18.642,1.059,6.267,66.6,22.4,37.321,2.719,1.978
0.75,0,H,6237.26,24.69,343.901,531.644,187.743,1503.833,6.984,0,297,11.429,46.97,39.056,1166.214,7.16,22255.085,16.072,2197.134,206.471,95.705,140.166,0.431,0.727,2.697,3.856,0.042,35.341,35.151,9.037,17.893,1.005,6.4,63.92,27.61,36.111,2.585,2.123
0.751,0,H,6255.15,30.695,335.883,528.045,192.162,1508.625,6.349,0,299,10.794,47.001,39.036,1169.016,7.478,23187.618,15,2203.483,204.076,87.829,131.383,0.411,0.692,2.676,3.779,0.035,35.541,33.929,9.359,18.685,1.048,5.9,63.5,30.2,38.029,2.625,2.175
0.694,1,L,6207.72,31.896,332.489,534.657,202.168,1501,8.413,0,300,10.635,47.006,39.034,1168.609,7.63,23490.729,15,2181.782,201.601,95.938,134.343,0.402,0.658,2.656,3.716,0.035,36.245,34.367,8.905,17.995,1.055,5.933,66.18,24.92,39.923,2.682,2.152
0.775,0,H,6173.29,28.186,332.4,533.589,201.189,1506.125,6.349,0,290,10.635,47.003,39.016,1153.243,7.681,23570.598,15.556,2171.623,200.748,91.591,134.554,0.411,0.71,2.702,3.823,0.031,35.96,33.803,9.383,18.459,1.064,6.04,65.34,26.54,36.062,2.667,2.063
0.741,0,H,5952.86,27.718,366.043,556.539,190.497,1507.429,9.839,0,307,14.194,48.613,35.585,1148.011,7.302,22383.715,15.316,2200.414,202.515,86.248,138.36,0.379,0.771,2.659,3.809,0.03,36.387,33.984,8.926,18.127,1.071,5.933,65.05,27.51,37.217,2.828,1.815
0.715,0,H,5806.85,32.031,355.614,550.212,194.598,1503.333,8.305,0,300,10.169,47.338,36.883,1165.648,6.888,20522.473,16.619,2178.9,199.949,109.062,125.493,0.546,0.845,2.805,4.196,0.043,34.744,35.008,9.35,18.254,0.992,5.867,61.04,29.31,37.048,2.595,2.125
0.828,0,H,5826.93,31.921,346.495,532.013,185.518,1499.667,11.5,0,294,8.667,46.969,38.027,1166.263,6.988,20822.835,18.179,2199.324,199.841,116.948,161.211,0.432,1.017,2.538,3.987,0.03,36.157,33.71,8.89,18.812,1.073,4.933,65.88,26.33,36.583,2.684,2.172
0.749,0,H,6129.57,32.139,341.786,533.48,191.694,1511.714,12.903,0,291,8.226,47.001,37.968,1167.791,7.435,22908.403,16.636,2201.716,203.354,89.537,147.504,0.424,0.812,2.506,3.743,0.038,35.375,34.533,8.797,18.5,1.024,6.2,62.8,29.6,37.075,2.648,2.112
0.747,0,H,6306.41,34.092,340.447,531.681,191.234,1507.857,13.175,0,294,8.571,46.996,38.778,1167.171,7.242,22727.021,16.226,2190.43,208.311,84.991,125.269,0.372,0.634,2.611,3.617,0.043,34.824,35.068,8.96,18.516,0.993,5.867,65.8,26.6,37.087,2.599,2.197
0.685,1,L,6300.77,32.377,332.816,527.555,194.738,1502.857,7.937,0,286,8.889,46.983,39.041,1167.971,7.256,22538.231,15,2183.074,205.867,89.002,129.327,0.417,0.623,2.643,3.682,0.041,35.48,34.769,8.695,18.574,1.02,5.8,62.9,29.3,37.07,2.674,2.092
0.781,0,H,6098.19,31.321,341.905,535.405,193.5,1514.75,6.774,0,290,8.548,47.009,39.049,1167.797,6.898,21304.565,16.806,2176.223,207.233,94.307,131.374,0.456,0.721,2.596,3.773,0.035,35.976,34.256,8.841,18.228,1.05,4.7,63,27.6,37.532,2.618,2.102
0.734,0,H,6195.71,36.8,327,527.785,200.784,1504.143,12.698,0,307,12.54,47.011,39.03,1170.306,7.201,22264.36,16.123,2166.669,205.431,91.847,128.472,0.403,0.704,2.719,3.827,0.045,35.095,34.675,8.78,18.538,1.012,7.033,65.4,25.2,38.362,2.82,2.078
0.692,1,L,6017.37,31.409,330.377,530.132,199.755,1505.25,12.742,0,310,13.71,46.975,39.051,1168.45,7.01,21426.55,16.267,2169.748,201.132,97.617,121.47,0.409,0.612,2.748,3.769,0.039,35.815,33.599,9.236,18.703,1.066,6.533,66.4,26.5,38.08,2.758,2.197
0.701,0,H,6174.57,33.849,331.683,534.936,203.253,1503.333,17.46,0,320,15.238,46.987,38.968,1172.062,7.209,22305.228,15,2169.421,205.28,92.615,113.534,0.416,0.568,2.851,3.835,0.049,35.242,34.518,9.323,18.273,1.021,7.167,67.6,26.9,37.433,2.702,2.207
0.702,0,H,6138.22,38.773,332.507,537.778,205.271,1503.75,5.161,0,298,11.613,46.982,38.888,1172.746,7.192,22193.936,15,2165.606,204.824,90.721,119.777,0.422,0.624,2.853,3.898,0.046,33.916,34.881,9.919,18.401,0.972,7.6,66.3,25.3,37.849,2.587,2.062
0.728,0,H,6103.89,34.568,331.592,535.56,203.968,1510.429,0,0,284,3.226,46.916,38.957,1169.406,7.188,22207.834,15,2170.325,205.211,93.313,124.498,0.424,0.615,2.89,3.929,0.039,35.561,32.993,8.899,19.826,1.078,7.467,64.5,26.6,36.603,2.514,2.385
0.695,1,L,6176.91,34.483,328.967,534.733,205.766,1501.333,0,0,287,12.54,46.927,38.977,1170.056,7.19,22268.201,15,2160.518,205.595,101.648,127.666,0.441,0.565,2.794,3.799,0.045,35.022,33.964,8.55,19.68,1.031,6.733,65.8,24.9,37.115,2.552,1.972
0.731,0,H,6157.27,34.918,334.401,534.977,200.576,1505.714,6.508,0,297,3.492,45.257,38.979,1170.423,7.237,22434.977,15,2179.646,205.501,94.543,132.339,0.448,0.604,2.797,3.848,0.039,35.29,33.819,8.876,19.196,1.044,6.1,65,26.7,37.773,2.715,1.978
0.73,0,H,6124.74,35.757,335.688,526.226,190.539,1499.333,13.065,0,304,0,44.969,39.015,1171.376,7.082,21772.916,19.274,2179.915,205.643,97.484,125.968,0.424,0.647,2.667,3.739,0.046,36.123,34.043,8.361,18.506,1.061,5.933,64.4,28.6,37.367,2.557,2.04
0.663,1,L,6109.84,36.171,337.488,539.949,202.46,1497.857,15.968,0,309,0,44.9,39.069,1173.351,7.255,22396.48,15,2179.458,204.477,98.481,122.654,0.426,0.65,2.793,3.869,0.057,36.249,34.266,8.18,18.443,1.058,5.933,64.19,27.5,39.113,2.834,1.998
0.643,1,L,6135.91,39.603,338.01,546.455,208.445,1494.667,17.581,0,311,0,44.907,39.02,1172.49,7.264,22397.046,15.699,2155.159,204.421,87.618,116.792,0.395,0.575,2.8,3.77,0.049,35.605,35.27,8.315,18.138,1.009,5.833,65.1,28.18,36.704,2.724,2.153
0.75,0,H,6116.83,39.726,339.065,548.16,209.095,1505.857,17.581,0,313,0,44.907,39.02,1169.302,7.21,22441.26,15.476,2175.305,206.662,98.902,119.335,0.422,0.671,2.642,3.735,0.033,36.037,33.672,8.882,18.578,1.07,5.467,62.6,26.4,36.878,2.651,2.083
0.665,1,L,6025.19,40.663,342.396,546.207,203.811,1492.571,0,0,279,14.918,45.016,41.992,1176.574,7.172,22218.673,15,2186.581,205.779,115.661,123.841,0.484,0.843,2.595,3.922,0.039,35.847,34.197,9.323,17.915,1.048,6.367,64.5,28.4,37.498,2.853,1.865
0.732,0,H,6058.93,36.64,338.674,542.01,203.336,1497.75,0,0,288,17.705,42.331,44.655,1175.392,7.344,22818.841,16.298,2183.19,205.617,112.345,131.692,0.481,0.847,2.649,3.977,0.037,35.673,33.16,9.915,18.592,1.076,5.6,64.1,26.3,38.057,2.749,2.204
0.727,0,H,6276.51,38.238,334.581,533.895,199.315,1501.333,2.419,0,286,10.806,42,45,1168.4,7.502,23481.676,15.484,2184.778,205.916,103.65,122.614,0.488,0.76,2.657,3.905,0.04,35.131,33.501,9.727,18.954,1.049,5.3,64.28,29.42,38.748,2.849,2.202
0.678,1,L,6176.92,38.692,333.823,541.37,207.547,1496.286,6.667,0,296,12.54,41.926,45.054,1171.265,7.498,23448.667,15,2174.724,205.671,101.535,118.677,0.509,0.715,2.704,3.928,0.044,35.126,33.414,9.363,19.107,1.051,5.967,65.2,26.8,37.004,2.641,2.367
0.754,0,H,6198.6,38.234,332.817,538.025,205.208,1502.333,2.222,0,290,14.286,42.01,44.939,1170.66,7.501,23313.46,15.803,2170.778,204.569,104.649,119.255,0.485,0.748,2.748,3.981,0.047,34.166,34.163,9.849,19.108,1,5.6,64.2,27,35.964,2.883,2.157
0.665,1,L,6167.22,38.105,343.591,537.357,193.766,1493.625,0,0,297,13.81,41.96,45.01,1170.929,7.468,23085.027,17.676,2192.252,204.123,103.085,119.875,0.489,0.675,2.789,3.953,0.046,35.455,33.769,9.158,18.874,1.05,6.1,65.9,26.5,38.717,2.671,2.34
0.725,0,H,6140.98,39.245,351.41,536.396,184.987,1495.429,0,0,299,13.81,41.96,45.019,1171.532,7.501,23262.924,18.071,2221.2,204.747,99.446,115.001,0.471,0.725,2.626,3.823,0.052,34.424,34.721,9.469,18.73,0.991,6.1,65.1,26.9,37.003,2.599,2.44
0.741,0,H,6255.92,39.323,338.719,532.456,193.736,1498.714,0,0,288,9.524,42.007,44.977,1169.739,7.528,23561.189,15.771,2203.036,205.771,99.659,118.958,0.487,0.667,2.666,3.82,0.053,34.103,34.45,9.38,19.149,0.99,5.467,67.1,26,37.858,2.508,2.36
0.667,1,L,6223.4,42.421,334.544,540.058,205.515,1492.667,0,0,285,2.787,42.004,44.96,1167.787,7.4,22829.036,15.427,2158.709,203.645,106.943,114.375,0.516,0.572,2.777,3.866,0.053,34.563,34.701,8.937,19.099,0.996,5.267,66.5,26.5,37.748,2.635,2.122
0.77,0,H,5699.01,46.148,347.78,550.622,202.842,1498,1.356,0,301,15.763,42.109,44.958,1167.226,6.57,19962.266,15,2173.578,205.552,121.822,154.922,0.542,0.995,2.532,4.069,0.046,34.482,34.862,9.332,18.71,0.989,5.667,62.1,26.8,36.364,2.702,2.245
0.81,0,H,6017.86,44.036,337.495,531.252,193.757,1500.429,0,0,290,10.82,41.941,44.66,1166.835,7.008,21595.682,15.45,2192.479,205.639,114.882,140.412,0.51,0.62,2.769,3.899,0.045,34.803,35.023,9.208,18.273,0.994,4.5,64.5,26.1,38.622,2.606,2.177
0.718,0,H,6226.15,40.474,322.993,511.713,188.72,1501,0,0,281,8.571,41.962,45.115,1162.579,7.351,22660.892,17.478,2189.896,204.12,111.132,127.29,0.517,0.823,2.496,3.837,0.043,35.079,34.093,9.246,18.613,1.029,2.233,64.17,27.23,37.591,2.822,2.052
0.661,1,L,6206.42,37.864,337.876,527.518,189.642,1504,0,0,291,13.333,41.931,45.057,1159.753,7.289,22679.237,16.037,2196.521,206.032,115.842,151.228,0.498,0.818,2.468,3.785,0.046,35.083,34.053,9.891,18.23,1.03,1.367,65.3,26.4,37.503,2.877,2.123
0.699,1,L,6234.51,36.571,327.051,525.462,198.412,1510,0,0,289,9.016,41.962,45.029,1166.936,7.161,22072.515,15,2168.517,204.577,113.514,124.084,0.47,0.697,2.492,3.659,0.037,35.494,33.724,9.579,18.4,1.052,2,64.9,26.3,36.647,2.801,2.065
0.676,1,L,6218.94,38.431,327.548,527.743,200.195,1502.833,0,0,277,1.148,41.951,45.007,1170.363,7.117,21909.039,15,2164.86,204.451,112.909,123.618,0.481,0.666,2.524,3.67,0.052,34.963,34.7,8.865,18.89,1.008,1.9,65.01,26.26,36.62,2.718,2.016
0.684,1,L,6039.72,45.697,326.174,530.654,204.48,1488.25,0,0,276,8.226,41.906,45.075,1167.861,6.97,21317.988,15.07,2155.714,203.902,122.494,135.971,0.475,0.652,2.524,3.651,0.049,35.85,34.222,8.392,18.876,1.048,2.4,67.8,24.5,37.544,2.899,2.013
0.75,0,H,6215.72,41.186,320.8,517.398,196.598,1508,9.683,0,292,9.206,46.552,42.063,1166.932,7.131,22039.498,15,2176.23,205.403,111.737,142.793,0.522,0.727,2.417,3.666,0.046,35.326,34.827,9.17,18.011,1.014,2.233,64,26.6,37.494,2.761,2.137
0.729,0,H,6293.05,36.866,320.671,521.687,201.015,1509.571,1.27,0,290,9.206,46.948,40.962,1169.564,7.442,23144.701,15.49,2173.244,204.993,104.729,125.997,0.475,0.687,2.367,3.529,0.042,35.51,34.773,9.227,17.913,1.021,2.1,65.623,25.784,37.675,2.604,2.522
0.602,1,L,6246.6,36.66,320.014,522.844,202.83,1499.143,2.222,0,294,13.175,46.996,40.997,1170.276,7.423,22924.199,15,2152.741,203.524,105.084,122.41,0.476,0.69,2.268,3.434,0.039,35.966,34.463,9.726,17.351,1.044,2.6,62,27.1,36.88,2.66,2.42
0.683,1,L,6204.02,36.589,322.372,528.528,206.157,1517,0.952,0,296,13.016,47.087,41.048,1172.856,7.493,23302.664,15,2173.12,204.561,117.482,132.844,0.498,0.634,2.463,3.595,0.027,36.011,33.41,10.271,17.671,1.078,1.6,64.5,28.2,37.481,2.695,2.403
0.639,1,L,6265.11,37.03,321.942,524.332,202.391,1504.125,6.508,0,301,15.556,46.995,40.994,1170.933,7.448,23257.282,15,2189.188,205.453,113.154,134.829,0.454,0.634,2.314,3.402,0.038,36.594,33.475,9.559,17.731,1.093,1.267,66.5,24.3,37.351,2.61,2.44
0.527,1,L,6178.36,34.799,322.578,529.59,207.013,1495.833,2.903,0,310,22.097,46.95,41.044,1173.54,7.701,23373.063,15,2168.697,198.395,106.517,131.849,0.409,0.784,2.111,3.304,0.053,35.77,34.018,9.786,17.512,1.052,1.767,64.5,26,36.49,2.877,2.227
0.617,1,L,6300.77,36.662,324.405,522.158,197.754,1513.333,3.968,0,310,25.873,47.053,40.969,1172.411,7.674,23702.06,15.084,2192.257,201.892,102.89,135.161,0.421,0.755,2.348,3.524,0.034,36.403,33.053,10.149,17.773,1.101,1.833,66,26.5,37.26,2.748,2.235
0.693,1,L,6091.35,38.579,335.886,534.528,198.642,1514.833,3.115,0,299,27.541,45.861,41.56,1172.467,7.689,23622.38,16.347,2200.029,201.082,111.239,142.252,0.452,0.793,2.374,3.618,0.034,36.048,33.859,9.973,17.509,1.065,1.333,64.5,27.3,36.565,2.819,2.197
0.668,1,L,5975.76,42.17,335.522,547.88,212.358,1491.714,0,0,299,21.967,45.008,41.938,1170.14,7.8,23758.101,15,2176.531,198.526,126.114,145.29,0.484,0.814,2.169,3.467,0.064,34.36,34.025,10.037,18.582,1.01,1.85,63.2,27.2,37.011,2.748,2.148
0.801,0,H,6009.09,41.271,337.988,527.035,189.047,1521.5,0,0,287,23.279,44.912,42.006,1172.105,7.79,23741.909,21.275,2208.042,200.214,112.914,146.392,0.511,0.749,2.381,3.641,0.038,35.384,33.167,9.804,18.893,1.067,1.3,67.83,23.79,35.582,2.628,1.915
0.762,0,H,6126.94,41.456,325.448,526.854,201.406,1507.143,0,0,297,22.581,46.693,42.034,1167.215,7.771,23836.324,15.578,2190.546,200.25,110.025,128.397,0.489,0.654,2.407,3.549,0.047,33.649,33.697,10.659,19.146,0.999,1.48,67.4,25.6,36.857,2.265,2.465
0.612,1,L,6255.99,41.24,321.612,527.494,205.883,1485.8,0,0,304,14.194,47.102,41.938,1165.29,7.78,23742.758,15.225,2163.249,199.033,117.665,125.349,0.531,0.62,2.329,3.48,0.052,33.645,34.71,10.402,18.43,0.969,1.867,67.4,23.2,37.334,2.433,2.372
0.671,1,L,6234.2,41.385,324.982,529.659,204.677,1504.5,0,0,291,9.048,47.032,41.992,1160.127,7.762,24078.069,15.075,2173.19,202.37,120.351,128.844,0.548,0.626,2.302,3.476,0.037,34.68,34.077,9.846,18.617,1.018,1.9,68.1,24.5,37.282,2.498,2.392
0.653,1,L,5550.17,42.701,385.213,600.522,215.309,1494,4.912,3.509,297,10.351,47.097,41.945,1159.866,7.215,21703.515,15.173,2165.671,198.93,128.726,141.679,0.557,0.756,2.518,3.83,0.039,34.867,33.8,9.837,18.895,1.032,1.08,64.76,26.625,37.09,2.499,1.861
0.848,0,H,5742.97,41.616,359.222,512.627,153.405,1512.857,0,0,294,14.138,47.195,41.75,1107.148,6.581,19981.044,27.427,2188.691,207.949,124.037,167.599,0.523,1.052,2.22,3.795,0.039,35.353,33.655,9.303,18.738,1.05,2.633,66.2,26.2,36.236,2.375,2.145
0.769,0,H,5853.62,42.538,346.452,543.766,197.314,1506.286,0,0,303,16.441,47.071,42.016,1158.02,7.549,23138.998,16.121,2205.903,201.635,110.364,143.678,0.498,0.906,2.052,3.456,0.037,35.012,33.958,9.74,17.92,1.031,1.4,67.62,25.12,36.938,2.299,2.205
0.723,0,H,6211.03,35.099,336.337,532.279,195.942,1519.125,2.54,0,302,12.857,47.109,42.044,1168.292,7.534,23598.076,15,2204.364,205.727,110.133,136.924,0.49,0.843,2.245,3.578,0.03,35.243,34.506,10.116,17.816,1.021,1.133,66,26.6,37.719,2.33,2.15
0.724,0,H,6281.64,30.884,322.527,520.883,198.356,1517.143,2.381,0,303,10.317,47.32,41.663,1172.847,7.643,23764.43,16.051,2190.273,203.828,108.744,132.678,0.524,0.753,2.274,3.552,0.035,34.814,34.676,10.051,18.17,1.004,1.2,65.1,26.4,37.674,2.461,2.068
0.723,0,H,6387.15,33.661,316.573,517.602,201.029,1513.143,0,0,300,14.444,47.063,41.924,1159.899,8.024,24870.417,15,2181.273,200.536,115.109,126.89,0.535,0.719,2.36,3.614,0.033,35.531,33.475,9.943,18.761,1.061,0.767,65.1,26.5,36.684,2.578,1.82
0.625,1,L,6216.8,30.884,325.087,530.659,205.572,1511,0,0,297,17.778,47.053,41.829,1173.945,8.03,24785.781,15.376,2190.171,199.717,109.431,119.367,0.504,0.734,2.353,3.59,0.036,35.85,33.88,9.691,17.697,1.058,1.033,65,26.3,37.749,2.455,1.802
0.728,0,H,5429.84,32.229,368.519,578.47,209.951,1512.333,0,3.091,293,18.364,46.313,41.949,1172.088,7.292,21894.304,15,2202.561,194.098,127.023,117.413,0.494,0.76,2.385,3.639,0.032,35.708,33.906,9.87,18.073,1.053,1.9,66.6,25.6,35.8,2.61,1.875
0.817,0,H,6063.65,60.195,415.921,565.666,149.745,1500,14.483,1.724,313,3.621,47.311,40.541,1145.58,6.781,20247.991,30.2,2196.014,204.156,125.372,139.306,0.518,0.956,2.326,3.8,0.037,35.692,34.903,9.132,17.71,1.023,0.933,67.5,23.5,37.214,2.454,2.082
0.746,0,H,6335.65,33.619,327.512,520.862,193.35,1510.714,7.619,0,297,0,46.982,42.002,1164.528,7.705,23896.009,15,2198.573,202.576,115.2,122.809,0.481,0.784,2.366,3.632,0.039,35.59,34.922,8.843,18.07,1.019,1.833,66,26.4,36.914,2.408,2.343
